# seed=10544862 tn_count=928
label	text
ham	Allo! We have braved the buses and taken on the trains and triumphed. I mean we‘re in b‘ham. Have a jolly good rest of week
ham	Ok... I din get ur msg...
ham	The greatest test of courage on earth is to bear defeat without losing heart....gn tc
ham	&lt;#&gt; ISH MINUTES WAS 5 MINUTES AGO. WTF.
ham	I'm not coming home 4 dinner.
ham	Wrong phone! This phone! I answer this one but assume the other is people i don't well
ham	Genius what's up. How your brother. Pls send his number to my skype.
ham	Are you ok. What happen to behave like this
ham	All e best 4 ur driving tmr :-)
ham	"Short But Cute : "" Be a good person , but dont try to prove"" ..... Gud mrng..."
ham	U should have made an appointment
ham	Have a good trip. Watch out for . Remember when you get back we must decide about easter.
ham	Sometimes Heart Remembrs someone Very much... Forgets someone soon... Bcoz Heart will not like everyone. But liked ones will be Remembered Everytime... BSLVYL
ham	Ok...
ham	Is that on the telly? No its Brdget Jones!
ham	cThen i thk shd b enuff.. Still got conclusion n contents pg n references.. I'll b doing da contents pg n cover pg..
ham	K.. I yan jiu liao... Sat we can go 4 bugis vill one frm 10 to 3 den hop to parco 4 nb. Sun can go cine frm 1030 to 2, den hop to orc mrt 4 hip hop at 4...
ham	"Wow. I never realized that you were so embarassed by your accomodations. I thought you liked it, since i was doing the best i could and you always seemed so happy about ""the cave"". I'm sorry I didn't and don't have more to give. I'm sorry i offered. I'm sorry your room was so embarassing."
ham	Haha, just what I was thinkin
ham	The bus leaves at  &lt;#&gt; 
ham	Hi darlin i cantdo anythingtomorrow as myparents aretaking me outfor a meal. when are u free? Katexxx
ham	He said i look pretty wif long hair wat. But i thk he's cutting quite short 4 me leh.
ham	Aah bless! How's your arm?
ham	Carlos is down but I have to pick it up from him, so I'll swing by usf in a little bit
ham	Tired. I haven't slept well the past few nights.
ham	Good! No, don‘t need any receipts—well done! (…) Yes, please tell . What‘s her number, i could ring her
ham	Wah... Okie okie... Muz make use of e unlimited... Haha... 
ham	Am not working but am up to eyes in philosophy so will text u later when a bit more free for chat...
ham	I'm nt goin, got somethin on, unless they meetin 4 dinner lor... Haha, i wonder who will go tis time...
ham	Although i told u dat i'm into baig face watches now but i really like e watch u gave cos it's fr u. Thanx 4 everything dat u've done today, i'm touched...
ham	I‘m parked next to a MINI!!!! When are you coming in today do you think?
ham	No need lar. Jus testing e phone card. Dunno network not gd i thk. Me waiting 4 my sis 2 finish bathing so i can bathe. Dun disturb u liao u cleaning ur room.
ham	Yay can't wait to party together!
ham	It just seems like weird timing that the night that all you and g want is for me to come smoke is the same day as when a shitstorm is attributed to me always coming over and making everyone smoke
ham	Hey u still at the gym?
ham	U still havent got urself a jacket ah?
ham	Have you had a good day? Mine was really busy are you up to much tomorrow night?
ham	Hey gorgeous man. My work mobile number is. Have a good one babe. Squishy Mwahs.
ham	Can't take any major roles in community outreach. You rock mel
ham	Den wat will e schedule b lk on sun?
ham	Goodmorning sleeping ga.
ham	I am sorry it hurt you.
ham	Yeah I can still give you a ride
